building,amenity,office,shop,tourism,name,height_m,height_source,area_m2,wkt
yes,,,,,西新橋ホームビル,21.0,levels_x3.5,219.8,"POLYGON ((387188.1628655718 3947912.788443104, 387189.9009523645 3947917.070662615, 387196.47553797317 3947914.4135652306, 387190.06574157905 3947898.664486178, 387176.0606480965 3947904.300172457, 387180.73251692305 3947915.7781156027, 387188.1628655718 3947912.788443104))"
yes,,,,,,10.5,default,85.0,"POLYGON ((387186.05446913565 3947918.5616166424, 387189.43184822996 3947917.1986424765, 387187.9744384103 3947913.633938333, 387179.7965164427 3947916.9215268763, 387185.14208818774 3947928.701541553, 387188.016695475 3947929.8076986647, 387190.2502236321 3947928.9029763862, 387186.05446913565 3947918.5616166424))"
yes,,,,,興和西新橋ビル,56.0,levels_x3.5,1137.8,"POLYGON ((386954.24827518093 3947826.0129017336, 386987.2417489354 3947812.9469333873, 386984.65155831445 3947806.445788338, 386997.03651777026 3947801.540375069, 386990.28550847294 3947784.6198529024, 386977.8914772263 3947789.525390005, 386944.89792731236 3947802.591390784, 386954.24827518093 3947826.0129017336))"
yes,,,,,西新橋一丁目ビル,38.5,levels_x3.5,1839.9,"POLYGON ((386998.4737107217 3947921.7533509885, 387016.1319293757 3947915.0947332014, 387009.6012472211 3947897.694378321, 387010.772383752 3947897.2468503783, 386996.99002701 3947861.279404818, 386996.2697775125 3947860.878099029, 386995.18604624056 3947861.080461122, 386993.22177780274 3947855.3922774424, 386992.7461884721 3947855.0100495378, 386982.88122561696 3947858.7519062944, 386980.77537413687 3947853.3206748758, 386980.3089761869 3947852.9494242794, 386964.87950123206 3947859.0472890087, 386984.23964756186 3947910.0753153707, 386985.13865841285 3947910.2968521626, 386992.9683245667 3947907.390686999, 386993.74408687 3947909.3110951106, 386989.83624640934 3947910.958223711, 386989.9883930553 3947911.533151523, 386983.0219892252 3947913.9846074767, 386983.7387948779 3947915.5396789424, 386994.5592950836 3947911.4861522475, 386998.4737107217 3947921.7533509885))"
yes,,,,,,10.5,default,179.4,"POLYGON ((387101.9670315957 3947953.5638473327, 387107.4594373256 3947966.2072465904, 387112.249196906 3947964.1496070367, 387106.75679697085 3947951.5062049963, 387111.21336843143 3947949.585917396, 387109.2085458026 3947944.9742938294, 387089.56354545173 3947953.4329136275, 387091.5683767466 3947958.0445330264, 387101.9670315957 3947953.5638473327))"
yes,,,,,虎ノ門法曹ビル,35.0,levels_x3.5,888.1,"POLYGON ((387092.8010785949 3947851.2318908754, 387104.8704629658 3947881.3638589, 387117.8677492966 3947876.206780815, 387097.14149770513 3947824.474761224, 387084.1533371152 3947829.6428444018, 387087.8744040015 3947838.9474007213, 387080.2273604812 3947841.9842813443, 387085.1541851679 3947854.2798592313, 387092.8010785949 3947851.2318908754))"
yes,,,,,住友生命西新橋ビル,10.5,default,460.6,"POLYGON ((387135.9920070098 3947953.3204831863, 387149.8326735355 3947947.5758816055, 387136.4833293047 3947915.7184280395, 387126.31670097075 3947919.9409752865, 387133.47676406056 3947937.0228006775, 387125.8044699131 3947940.2041809787, 387127.29810510983 3947943.768416001, 387131.29632301594 3947942.1091073873, 387135.9920070098 3947953.3204831863))"
yes,,,,,,10.5,default,505.4,"POLYGON ((387309.0669115803 3947835.5978252892, 387330.39797906973 3947827.28474712, 387322.32532365865 3947806.7420838014, 387300.9940721931 3947815.044088364, 387309.0669115803 3947835.5978252892))"
yes,,,,,,10.5,default,135.5,"POLYGON ((387331.1241743177 3947827.441947716, 387336.6281098976 3947825.2977306405, 387328.22813784744 3947803.9271991407, 387322.7332417268 3947806.0713063795, 387331.1241743177 3947827.441947716))"
yes,,,,,,10.5,default,31.2,"POLYGON ((387338.5037592599 3947808.289858867, 387341.98090499046 3947806.936774708, 387338.9219781476 3947799.143538537, 387335.4448297321 3947800.4966238122, 387338.5037592599 3947808.289858867))"
yes,,,,,,10.5,default,175.2,"POLYGON ((387323.53953648556 3947839.696501892, 387343.5014460041 3947831.922198074, 387340.5081341088 3947824.3056256925, 387320.5552606154 3947832.0798210884, 387323.53953648556 3947839.696501892))"
yes,,,,,,10.5,default,121.8,"POLYGON ((387376.925355564 3947847.0851266365, 387389.7937328166 3947841.7414974864, 387386.4236103518 3947833.67485085, 387373.555223028 3947839.018484577, 387376.925355564 3947847.0851266365))"
yes,,,,,,10.5,default,91.6,"POLYGON ((387335.1186081685 3947817.6179859913, 387340.5234102915 3947815.5083080884, 387334.7610203976 3947800.8269985565, 387329.3471593048 3947802.9367944147, 387335.1186081685 3947817.6179859913))"
yes,,,,,,10.5,default,27.0,"POLYGON ((387345.467617434 3947814.913181175, 387352.7280984429 3947812.0811124546, 387351.4651691568 3947808.8578178147, 387344.2046858341 3947811.689887498, 387345.467617434 3947814.913181175))"
yes,,,,,,10.5,default,41.4,"POLYGON ((387389.26245599263 3947852.6863883073, 387393.3238366549 3947851.0042141546, 387389.68323275074 3947842.308663913, 387385.6218486626 3947843.990839626, 387389.26245599263 3947852.6863883073))"
yes,,,,,,10.5,default,124.0,"POLYGON ((387372.4714192279 3947834.927627633, 387384.74553078064 3947829.835575285, 387381.14223894157 3947821.228303412, 387368.8679766475 3947826.309268735, 387372.4714192279 3947834.927627633))"
yes,,,,,,10.5,default,26.4,"POLYGON ((387341.0896948767 3947815.1905162125, 387344.69299155613 3947813.791460838, 387342.19540417794 3947807.4332633857, 387338.5921052281 3947808.8323197034, 387341.0896948767 3947815.1905162125))"
yes,,,,,,10.5,default,89.2,"POLYGON ((387380.7211828876 3947856.5996230613, 387389.1679512118 3947853.086950118, 387385.4149382968 3947844.0933013377, 387376.95911153476 3947847.606092265, 387380.7211828876 3947856.5996230613))"
yes,,,,,,10.5,default,215.8,"POLYGON ((387365.9227943851 3947821.7760641286, 387380.736547392 3947815.6423321473, 387375.53689943894 3947803.2169395955, 387360.73232018575 3947809.361656743, 387365.9227943851 3947821.7760641286))"
yes,,,,,,10.5,default,92.6,"POLYGON ((387346.1594886067 3947830.2245016536, 387357.8248632591 3947825.67261073, 387355.1215602017 3947818.795622766, 387343.446985986 3947823.3365399833, 387346.1594886067 3947830.2245016536))"
yes,,,,,,10.5,default,83.6,"POLYGON ((387343.069567528 3947822.8421153747, 387355.68096008874 3947817.934338906, 387353.42643858143 3947812.183200416, 387340.8150388309 3947817.090979871, 387343.069567528 3947822.8421153747))"
yes,,,,,,10.5,default,30.4,"POLYGON ((387337.7045440974 3947824.518642445, 387342.18157668324 3947822.775711456, 387339.861862814 3947816.8811868895, 387335.38482761476 3947818.6241189702, 387337.7045440974 3947824.518642445))"
yes,,,,,,10.5,default,101.7,"POLYGON ((387344.1446177344 3947811.2358161383, 387351.387139719 3947808.415067435, 387347.07672930835 3947797.5869782846, 387344.50570708327 3947796.8651945153, 387339.19609844836 3947798.629765748, 387344.1446177344 3947811.2358161383))"
yes,,,,,,10.5,default,129.6,"POLYGON ((386572.7547999035 3949840.5742892525, 386565.7266803674 3949842.3169411425, 386570.06614876696 3949859.6673174966, 386577.10330417776 3949857.924553171, 386572.7547999035 3949840.5742892525))"
yes,,,,,,10.5,default,80.3,"POLYGON ((386978.4153870946 3947579.3193306313, 386986.9337037506 3947575.727717538, 386983.5279029617 3947567.7393172714, 386975.009438775 3947571.319841734, 386978.4153870946 3947579.3193306313))"
yes,,,,,,10.5,default,231.8,"POLYGON ((386942.3438860958 3947576.782609888, 386954.0672733366 3947571.796812617, 386946.89315223397 3947555.081381239, 386935.1696051405 3947560.056095706, 386942.3438860958 3947576.782609888))"
yes,,,,,,10.5,default,54.7,"POLYGON ((387132.44348210486 3947591.7291127876, 387137.78488056763 3947589.609027054, 387134.72237030894 3947580.8396736444, 387129.1358769691 3947582.9074044833, 387132.44348210486 3947591.7291127876))"
yes,,,,,,10.5,default,93.6,"POLYGON ((387109.2814683792 3947603.4604964512, 387115.36594825867 3947600.687541702, 387109.5011231121 3947587.96011666, 387103.4258281584 3947590.744051983, 387109.2814683792 3947603.4604964512))"
yes,,,,,,10.5,default,57.1,"POLYGON ((386987.7217052777 3947576.472060292, 386992.8991708066 3947574.276315624, 386988.88783980615 3947564.942203277, 386983.7194209971 3947567.1378351105, 386987.7217052777 3947576.472060292))"
yes,,,,,,10.5,default,365.3,"POLYGON ((386970.87820716825 3947578.19484351, 386959.5320573304 3947549.4738119883, 386948.5152357006 3947553.785009114, 386959.8614168332 3947582.506027506, 386970.87820716825 3947578.19484351))"
yes,,,,,,10.5,default,255.3,"POLYGON ((386929.9300195685 3947582.997486141, 386942.20270433987 3947577.7828186555, 386934.6644206233 3947560.195640583, 386922.38266373344 3947565.41043294, 386929.9300195685 3947582.997486141))"
yes,,,,,,10.5,default,45.6,"POLYGON ((387062.1929897897 3947614.4751799605, 387069.9802591293 3947611.059332827, 387067.80862036836 3947606.1503117983, 387060.0214882662 3947609.5772524164, 387062.1929897897 3947614.4751799605))"
yes,,,,,,10.5,default,97.7,"POLYGON ((387112.84740172565 3947583.424778045, 387119.22890152363 3947580.514934369, 387113.4103125491 3947567.8645743136, 387107.02894602454 3947570.7855136255, 387112.84740172565 3947583.424778045))"
yes,,,,,,10.5,default,104.4,"POLYGON ((386955.2045195358 3947589.3322519124, 386961.41737592063 3947586.6906804414, 386955.3344360395 3947572.4906875263, 386949.11251981824 3947575.1323780585, 386955.2045195358 3947589.3322519124))"
yes,,,,,,10.5,default,455.9,"POLYGON ((386992.4774071358 3947561.7460374883, 386982.9598460687 3947539.424869427, 386965.65316062554 3947546.7335696644, 386975.1617075488 3947569.0548353656, 386992.4774071358 3947561.7460374883))"
yes,,,,,,10.5,default,282.1,"POLYGON ((386930.77456446266 3947584.628584109, 386936.35353453417 3947597.6368725323, 386954.68602771795 3947589.8491434287, 386949.10693956784 3947576.829752501, 386930.77456446266 3947584.628584109))"
yes,,,,,,10.5,default,41.0,"POLYGON ((386856.86157757556 3947569.227967036, 386861.27251510613 3947570.824777754, 386865.27029454405 3947569.1209865888, 386863.02825781784 3947563.6693258164, 386855.80532771116 3947566.612248401, 386856.86157757556 3947569.227967036))"
yes,,,,,,10.5,default,272.2,"POLYGON ((387132.60515513277 3947593.768260893, 387124.1395870391 3947572.27670762, 387117.5270089075 3947574.8123024176, 387120.0321779819 3947581.0372249405, 387113.64219018817 3947583.991549714, 387120.1390750304 3947598.729967423, 387132.60515513277 3947593.768260893))"
yes,,,,,,10.5,default,138.0,"POLYGON ((387110.09114418045 3947578.101616662, 387101.0094498067 3947582.24384305, 387104.4819167381 3947589.7876987723, 387109.63027532335 3947587.4370835666, 387114.96453185804 3947599.0175219057, 387118.8977162081 3947597.2148246123, 387110.09114418045 3947578.101616662))"
yes,,,,,,10.5,default,129.4,"POLYGON ((387128.80298954295 3947582.3569557224, 387134.5063060096 3947580.2211811123, 387127.3624055808 3947563.0060268403, 387125.87178748316 3947562.536833732, 387119.99930129 3947564.896630391, 387122.7384983054 3947571.728724333, 387124.22662191786 3947571.2882832796, 387128.80298954295 3947582.3569557224))"
yes,,,,,吉野石膏虎ノ門ビル,17.5,levels_x3.5,566.9,"POLYGON ((386996.4470693957 3947714.5527339554, 387003.56172741886 3947711.6445783908, 387000.98395708256 3947705.409514812, 387001.0200210215 3947705.397963046, 386990.73718696367 3947680.5461043306, 386985.42373447644 3947682.72139424, 386981.6691160918 3947673.6391727487, 386972.58221907896 3947677.3600502834, 386986.61066320917 3947711.294226316, 386993.86943569407 3947708.328764004, 386996.4470693957 3947714.5527339554))"
yes,,,,,西新橋2丁目ビル,14.0,levels_x3.5,80.5,"POLYGON ((387024.69502820977 3947742.6264097565, 387034.6208192209 3947738.673056518, 387031.8161264687 3947731.6754170964, 387021.89032862324 3947735.6287732627, 387024.69502820977 3947742.6264097565))"
yes,,,,,第2南桜ビル,21.0,levels_x3.5,206.5,"POLYGON ((387053.87286176556 3947628.680667392, 387073.1542211356 3947620.7591035245, 387069.7830291738 3947612.637111941, 387047.5566701602 3947621.7609045515, 387049.7328251346 3947627.0248551285, 387053.87286176556 3947628.680667392))"
yes,,,,,樋口ビル,17.5,levels_x3.5,64.4,"POLYGON ((387016.9691960083 3947643.992545278, 387010.6225155225 3947628.9749510936, 387006.9756247413 3947630.50781626, 387013.3221695884 3947645.514316308, 387016.9691960083 3947643.992545278))"
yes,,,,,,10.5,default,28.8,"POLYGON ((387083.0642554012 3947615.55244764, 387086.6124449586 3947614.0874285446, 387083.7270016916 3947607.1462669037, 387080.18786105624 3947608.6111721424, 387083.0642554012 3947615.55244764))"
yes,,,,,,10.5,default,217.6,"POLYGON ((386992.72492451535 3947653.8853824097, 387001.8646109451 3947650.041827647, 386993.3246066002 3947629.838177375, 386984.1757100802 3947633.6707637156, 386992.72492451535 3947653.8853824097))"
yes,,,,,,10.5,default,27.7,"POLYGON ((386924.88301549794 3947652.4070581095, 386930.01572949055 3947650.2562173703, 386928.0745338619 3947645.6771021807, 386922.9507278398 3947647.816737181, 386924.88301549794 3947652.4070581095))"
yes,,,,,ミタニビル,10.5,default,104.4,"POLYGON ((387003.7082822377 3947707.5048455554, 387019.6484731591 3947700.9679256356, 387017.3232685184 3947695.3730709995, 387001.39197919716 3947701.898788114, 387003.7082822377 3947707.5048455554))"
yes,,,,,前野ビル,10.5,levels_x3.5,38.1,"POLYGON ((386947.7417537284 3947666.693265525, 386955.4408205419 3947663.4670251724, 386953.66735772835 3947659.2629512246, 386945.9684288013 3947662.500284716, 386947.7417537284 3947666.693265525))"
yes,,,,,,10.5,default,358.4,"POLYGON ((386964.07462937245 3947666.1195518044, 386980.63433214213 3947659.1753237513, 386972.8507025228 3947640.792503665, 386956.3000216289 3947647.7366302665, 386964.07462937245 3947666.1195518044))"
yes,,,,,,10.5,default,80.8,"POLYGON ((387039.36626487714 3947730.980454734, 387045.72372127767 3947728.3260084186, 387041.15960648004 3947717.512369648, 387034.8111946352 3947720.1667040433, 387039.36626487714 3947730.980454734))"
yes,,,,,八雲ビル,17.5,levels_x3.5,147.9,"POLYGON ((386935.83366552804 3947679.2139042867, 386942.06497812504 3947676.6053621788, 386933.5527172581 3947656.45687904, 386927.3124822901 3947659.0766335325, 386935.83366552804 3947679.2139042867))"
yes,,,,,,10.5,default,42.6,"POLYGON ((386903.8063292166 3947603.1426561284, 386912.8007894261 3947599.2675772095, 386911.0661802421 3947595.2737931376, 386902.0718576623 3947599.1599654015, 386903.8063292166 3947603.1426561284))"
yes,,,,,新佐久間ビル,10.5,levels_x3.5,84.6,"POLYGON ((386989.03205685795 3947720.1826169863, 386991.6096909841 3947726.4065856426, 387003.2271064553 3947721.644062131, 387000.64947937266 3947715.4200903187, 386989.03205685795 3947720.1826169863))"
yes,,,,,,14.0,levels_x3.5,52.5,"POLYGON ((387029.37323750084 3947705.414890979, 387037.6938725861 3947701.9478617585, 387035.43485636945 3947696.5740317074, 387027.1143578681 3947700.0521546067, 387029.37323750084 3947705.414890979))"
yes,,,,,多田ビル,14.0,levels_x3.5,80.8,"POLYGON ((387002.6053434786 3947752.502951042, 387011.684390813 3947748.8820424615, 387008.59954976436 3947741.211266653, 386999.5204955825 3947744.83217818, 387002.6053434786 3947752.502951042))"
yes,,,,,,10.5,default,29.3,"POLYGON ((386933.7692681365 3947655.6886748993, 386938.90198215406 3947653.5378392856, 386936.84865083115 3947648.6828108444, 386931.7159344078 3947650.8336475734, 386933.7692681365 3947655.6886748993))"
yes,,,,,,10.5,default,91.5,"POLYGON ((386994.49767305475 3947684.392128977, 387009.6183235006 3947678.187318484, 387007.4794879263 3947673.011650565, 386992.3588298579 3947679.216464468, 386994.49767305475 3947684.392128977))"
yes,,,,,Kビルannex,10.5,levels_x3.5,75.9,"POLYGON ((387021.48208504805 3947687.82103576, 387029.8656700996 3947684.3199195783, 387026.6174801355 3947676.6179327806, 387018.2338888374 3947680.1190518364, 387021.48208504805 3947687.82103576))"
yes,,,,,,10.5,default,8.7,"POLYGON ((387071.97008384723 3947639.4333778946, 387074.91647379537 3947638.342080928, 387073.9418986571 3947635.7363951323, 387070.99550793745 3947636.827692397, 387071.97008384723 3947639.4333778946))"
yes,,,,,,10.5,default,63.2,"POLYGON ((386916.7315041185 3947606.5282008694, 386921.2602021772 3947604.5736264195, 386916.1679625608 3947592.8238148703, 386911.63020807656 3947594.7785068657, 386916.7315041185 3947606.5282008694))"
yes,,,,,丸越ビル,10.5,levels_x3.5,64.3,"POLYGON ((386956.85262748733 3947646.3429194773, 386966.05552572897 3947642.48743065, 386963.5448768918 3947636.5510478304, 386954.3419733662 3947640.4065390984, 386956.85262748733 3947646.3429194773))"
yes,,,,,,10.5,default,93.4,"POLYGON ((387068.2159126465 3947595.451022919, 387078.99585009087 3947591.020953641, 387075.92345175357 3947583.6162420465, 387065.14350654255 3947588.046314818, 387068.2159126465 3947595.451022919))"
yes,,,,,,10.5,levels_x3.5,42.0,"POLYGON ((386994.5024011048 3947729.642402759, 387004.6969119024 3947725.4637315744, 387003.2490143705 3947721.9433078906, 386993.04544887086 3947726.1220956556, 386994.5024011048 3947729.642402759))"
yes,,,,,,10.5,levels_x3.5,50.9,"POLYGON ((387026.40804330166 3947747.064227715, 387037.00037666317 3947742.8472585743, 387035.33642660396 3947738.708339581, 387024.74408893276 3947742.9253105763, 387026.40804330166 3947747.064227715))"
yes,,,,,,10.5,default,66.5,"POLYGON ((387012.70988480235 3947735.54573448, 387021.2844823305 3947732.119835512, 387018.6015295857 3947725.4423642303, 387010.0177342949 3947728.8572889315, 387012.70988480235 3947735.54573448))"
yes,,,,,西新橋YSビル,24.5,levels_x3.5,143.0,"POLYGON ((387017.33691647917 3947643.72162963, 387025.2971047581 3947640.381199048, 387018.85696392227 3947625.1318236785, 387010.88771261426 3947628.4723746767, 387017.33691647917 3947643.72162963))"
yes,,,,,,10.5,default,13.1,"POLYGON ((386905.67976519023 3947583.172736444, 386908.1106520378 3947582.1212207233, 386906.1339317352 3947577.59802905, 386903.7030438382 3947578.6495452793, 386905.67976519023 3947583.172736444))"
yes,,,,,,10.5,default,111.2,"POLYGON ((387059.9628491604 3947608.524116331, 387066.9783297545 3947605.6394624403, 387061.35645038227 3947592.0880636135, 387054.35001187096 3947594.9726067, 387059.9628491604 3947608.524116331))"
yes,,,,,,10.5,default,222.0,"POLYGON ((386981.2880263361 3947658.612341303, 386991.8146925757 3947654.207567408, 386984.24518283404 3947636.2879435616, 386973.71863933327 3947640.7038175617, 386981.2880263361 3947658.612341303))"
yes,,,,,,10.5,default,38.8,"POLYGON ((386902.62528172205 3947598.542785004, 386910.9263196416 3947594.95386057, 386909.21970921673 3947591.0262816944, 386900.91852711304 3947594.6041159313, 386902.62528172205 3947598.542785004))"
yes,,,,,,14.0,levels_x3.5,161.6,"POLYGON ((386993.76609317656 3947730.827669644, 386997.8382848306 3947740.6824041135, 387011.8602317428 3947734.935295138, 387007.7880535508 3947725.0805546516, 386993.76609317656 3947730.827669644))"
yes,,,,,,10.5,default,285.4,"POLYGON ((387086.85898077505 3947613.5407176064, 387103.34857239196 3947606.7640181384, 387097.09520557825 3947591.955959066, 387080.7142062166 3947598.7312902156, 387086.85898077505 3947613.5407176064))"
yes,,,,,,10.5,default,39.0,"POLYGON ((386921.21025597525 3947597.086156674, 386927.68474018446 3947594.3746732795, 386925.51938967034 3947589.2548277867, 386919.0449022577 3947591.966312661, 386921.21025597525 3947597.086156674))"
apartments,,,,,Mastlife Toranomon,35.0,levels_x3.5,215.9,"POLYGON ((386993.27624914685 3947629.5947352103, 386989.654257719 3947620.9767515566, 386969.0957177833 3947629.547061629, 386973.3805278683 3947639.742981672, 386977.504731377 3947638.0154465376, 386976.8420714793 3947636.4485936994, 386993.27624914685 3947629.5947352103))"
yes,,,,,南桜ビル アネックス,10.5,levels_x3.5,59.7,"POLYGON ((387051.8106298908 3947760.674948573, 387058.9893292622 3947757.821490394, 387056.10999777087 3947750.64729628, 387048.9314342228 3947753.5118483296, 387051.8106298908 3947760.674948573))"
yes,,,,,,10.5,default,44.8,"POLYGON ((387087.7051421941 3947589.6346156737, 387095.0358940037 3947586.6239535525, 387092.86937221716 3947581.40424447, 387085.53875751985 3947584.4259999576, 387087.7051421941 3947589.6346156737))"
yes,,,,,,7.0,levels_x3.5,56.1,"POLYGON ((387022.2395403169 3947731.7638032506, 387031.71503735293 3947727.9936640672, 387029.65853164525 3947722.8835063386, 387020.19208104874 3947726.653532572, 387022.2395403169 3947731.7638032506))"
yes,,,,,,10.5,default,70.8,"POLYGON ((387070.8838989275 3947759.2013249937, 387075.6217113404 3947757.321825691, 387070.442837942 3947744.4304052466, 387065.7051603857 3947746.320998828, 387070.8838989275 3947759.2013249937))"
yes,,,,,,10.5,default,66.5,"POLYGON ((387023.006495347 3947756.5036271987, 387028.58183151187 3947754.2806571275, 387024.45001788536 3947744.0051148958, 387018.874676085 3947746.2280873926, 387023.006495347 3947756.5036271987))"
yes,,,,,安形ビル,17.5,levels_x3.5,63.8,"POLYGON ((387025.2917500518 3947639.9597146655, 387031.80215463473 3947637.2256635483, 387028.28357267997 3947628.9058759743, 387021.77302194794 3947631.6288378155, 387025.2917500518 3947639.9597146655))"
yes,,,,,駒見ビル,17.5,levels_x3.5,48.3,"POLYGON ((387032.6219689349 3947659.002852125, 387038.61925686436 3947656.4971936285, 387035.7350557675 3947649.6558717852, 387029.73776387126 3947652.161532108, 387032.6219689349 3947659.002852125))"
yes,,,,,,14.0,levels_x3.5,28.9,"POLYGON ((387008.5944831313 3947692.366709495, 387015.2046893492 3947689.653563233, 387013.6544086778 3947685.9125691256, 387007.0442000503 3947688.6257164683, 387008.5944831313 3947692.366709495))"
yes,,,,,,10.5,default,59.6,"POLYGON ((386922.0106160098 3947604.497523296, 386930.2689372835 3947601.108842925, 386927.7100355349 3947594.940119547, 386919.45185034606 3947598.339893841, 386922.0106160098 3947604.497523296))"
yes,,,,,,10.5,default,67.2,"POLYGON ((386966.656040491 3947642.013871019, 386972.39196364325 3947639.6002377924, 386968.19185667875 3947629.6583917425, 386962.4467357308 3947632.0610508723, 386966.656040491 3947642.013871019))"
yes,,,,,,10.5,default,107.7,"POLYGON ((387046.0024768006 3947728.178252232, 387054.6200950994 3947724.574343947, 387050.14903765137 3947713.9592017233, 387041.5222183961 3947717.5521373576, 387046.0024768006 3947728.178252232))"
yes,,,,,,10.5,levels_x3.5,77.7,"POLYGON ((386914.5025578782 3947662.611948273, 386921.29265763354 3947659.8076965176, 386917.2124244875 3947650.0418439484, 386910.4313695704 3947652.8459835174, 386914.5025578782 3947662.611948273))"
yes,,,,,,10.5,default,58.8,"POLYGON ((386901.5409765239 3947593.7198138544, 386909.7700310763 3947590.165084479, 386907.15877885534 3947584.152341064, 386898.92971957114 3947587.7070727106, 386901.5409765239 3947593.7198138544))"
yes,,,,,,10.5,default,60.9,"POLYGON ((387017.7420102859 3947746.142637246, 387024.3893694227 3947743.5066785463, 387021.2110665828 3947735.604122979, 387014.5727534618 3947738.2399688996, 387017.7420102859 3947746.142637246))"
yes,,,,,,10.5,default,26.7,"POLYGON ((387001.588563609 3947695.2845720244, 387005.9294116603 3947693.5099222516, 387003.7531037044 3947688.234889939, 386999.412394371 3947690.0206324044, 387001.588563609 3947695.2845720244))"
yes,,,,,,10.5,default,54.7,"POLYGON ((386910.46498571674 3947590.7109210957, 386912.0400811421 3947594.262994031, 386924.922590293 3947588.596807053, 386923.3384478589 3947585.0448470605, 386910.46498571674 3947590.7109210957))"
yes,,,,,森山ビル,10.5,levels_x3.5,54.6,"POLYGON ((386953.93906357815 3947640.0455759494, 386963.4480194029 3947636.053072088, 386961.38536485133 3947631.175970004, 386951.87640454463 3947635.1684759376, 386953.93906357815 3947640.0455759494))"
yes,,,,,,10.5,default,136.8,"POLYGON ((386985.4058319179 3947681.312748905, 386999.27089490887 3947675.3235609597, 386995.6438211462 3947667.0162573685, 386981.78779841453 3947673.005335598, 386985.4058319179 3947681.312748905))"
yes,,,,,,14.0,levels_x3.5,79.5,"POLYGON ((387029.5004008232 3947753.9029021533, 387039.91268999776 3947749.765877938, 387037.26708805317 3947743.1766749765, 387026.8639842215 3947747.324678793, 387029.5004008232 3947753.9029021533))"
yes,,,,,,10.5,default,68.2,"POLYGON ((387054.84461338236 3947723.0073109143, 387061.9315647431 3947720.0551804183, 387058.4780892636 3947711.8676770297, 387051.39127317385 3947714.8309018034, 387054.84461338236 3947723.0073109143))"
yes,,,,,,7.0,levels_x3.5,55.1,"POLYGON ((387015.43591353536 3947721.3890890833, 387017.0998758253 3947725.5280045555, 387028.55691960326 3947720.967235046, 387026.89282106474 3947716.817225874, 387015.43591353536 3947721.3890890833))"
yes,,,,,,10.5,default,36.6,"POLYGON ((386927.21252013685 3947658.334640811, 386932.95747407136 3947655.9208664815, 386930.6708063792 3947650.514131728, 386924.9257084078 3947652.916815751, 386927.21252013685 3947658.334640811))"
yes,,,,,ササキビル,10.5,levels_x3.5,91.5,"POLYGON ((387001.2326114658 3947701.4681672775, 387017.0107351565 3947694.999863388, 387014.9652384449 3947690.0448776423, 386999.1780559063 3947696.5132999527, 387001.2326114658 3947701.4681672775))"
yes,,,,,,10.5,default,5.9,"POLYGON ((387070.7718969448 3947639.892333225, 387070.0034919575 3947637.838703723, 387067.4986434242 3947638.769086144, 387068.26704892586 3947640.822715442, 387070.7718969448 3947639.892333225))"
yes,,,,,,10.5,default,48.9,"POLYGON ((387012.0415051714 3947748.4892327893, 387017.2475776841 3947746.4151630513, 387013.99432303396 3947738.313879386, 387008.78824637266 3947740.3879509033, 387012.0415051714 3947748.4892327893))"
yes,,,,,Park Well 新橋,10.5,default,128.4,"POLYGON ((387006.58151683246 3947648.650672551, 387013.22697427357 3947645.8594238777, 387006.2832475046 3947629.45163934, 386999.63763859274 3947632.231801191, 387006.58151683246 3947648.650672551))"
yes,,,,,,10.5,default,25.8,"POLYGON ((386998.5511760015 3947672.1155957603, 387002.05435548385 3947670.6733003994, 386999.4577663884 3947664.38300888, 386995.9545847629 3947665.8253051997, 386998.5511760015 3947672.1155957603))"
yes,,,,,Watsru bldg,24.5,levels_x3.5,350.1,"POLYGON ((387018.1964030642 3947677.168660963, 387036.1791767727 3947669.6517822742, 387029.21557499806 3947653.100018687, 387011.22372122033 3947660.617025597, 387018.1964030642 3947677.168660963))"
yes,,,,,,10.5,default,42.6,"POLYGON ((387066.68015368254 3947701.2025101166, 387074.2622675909 3947698.033325609, 387072.25526251167 3947693.255334809, 387064.6640938677 3947696.424635877, 387066.68015368254 3947701.2025101166))"
yes,,,,,,10.5,default,83.0,"POLYGON ((386897.6426176782 3947586.8692439673, 386905.34060999966 3947583.554228322, 386901.39579334774 3947574.474456354, 386893.6887429876 3947577.789590336, 386897.6426176782 3947586.8692439673))"
yes,,,,,町田ビル,10.5,levels_x3.5,110.9,"POLYGON ((387012.42926508695 3947749.083354083, 387003.2599878455 3947752.7275954583, 387007.10929443204 3947762.141426531, 387008.9807401779 3947762.661227226, 387016.6829837945 3947759.690146942, 387012.42926508695 3947749.083354083))"
yes,,,,,内田ビル,17.5,levels_x3.5,144.4,"POLYGON ((387039.5477335183 3947656.185875194, 387055.7116474879 3947649.435406713, 387053.59304881294 3947644.4258739054, 387049.5804416947 3947642.823910849, 387036.21540441347 3947648.274177766, 387039.5477335183 3947656.185875194))"
yes,,,,,,10.5,default,72.3,"POLYGON ((386913.3889608765 3947599.9589873347, 386904.19650044723 3947603.9253317327, 386906.1870639527 3947608.82552557, 386908.6454498782 3947609.9368904047, 386916.3544515416 3947606.777052411, 386913.3889608765 3947599.9589873347))"
yes,,,,,,10.5,default,332.2,"POLYGON ((387061.07305756724 3947613.9680096586, 387052.7988881535 3947594.0160811148, 387042.3067772357 3947598.2983114263, 387039.62762650545 3947603.32441066, 387046.5198186427 3947619.954743269, 387061.07305756724 3947613.9680096586))"
