stakeholder,height_m,area_m2,euluc,function
resident,75.07036633333338,120.18076387218125,居住用地,Residence
resident,79.57589966666656,749.8537153620864,居住用地,
resident,86.73623299999987,140.33999118814862,居住用地,Residence
developer,110.1469663333333,1503.21655407116,商务办公用地,
resident,30.55136633333328,73.07538627064403,居住用地,Residence
developer,54.1949663333334,833.3278422921912,商务办公用地,Residence
developer,53.73376633333335,721.4608576337513,商务办公用地,
developer,56.594233,17.568601594119038,商务办公用地,Business
developer,54.326566333333325,26.352889942426486,商务办公用地,Business
developer,36.27143300000001,65.88218952560702,商务办公用地,Business
developer,59.140499666666656,35.13721631665394,商务办公用地,Business
developer,40.85936633333332,628.0750629291933,商业服务用地,
developer,64.13009966666665,32.941050452879146,商业服务用地,
developer,33.84023300000001,103.0686310796631,商业服务用地,
developer,74.97216633333332,43.92108716029385,商业服务用地,Office
developer,67.41129966666664,71.3716509784256,商业服务用地,
developer,68.12996633333331,2226.8043292713255,商业服务用地,Office
developer,45.16589966666661,595.6021919599888,商业服务用地,Business
developer,58.506166333333326,636.415763459104,商业服务用地,Business
developer,64.12683299999999,983.6256315029555,商业服务用地,
developer,40.583566333333295,838.9904243022036,商业服务用地,
developer,66.58616633333331,666.8028813388178,商业服务用地,
developer,64.03616633333333,337.10388905067214,,Business
developer,69.32996633333332,203.88447109729046,商业服务用地,Business
developer,10.49809966666665,133.51210618579034,商务办公用地,
developer,83.93883300000014,752.8749530255271,商务办公用地,Business
developer,84.37056633333347,96.43363362995422,商务办公用地,Business
developer,11.551233000000016,139.942817530223,商务办公用地,
developer,9.880232999999986,34.08988320713151,商务办公用地,
resident,33.43203299999993,879.2872749800597,居住用地,
developer,16.475899666666667,146.0752296916533,商务办公用地,
developer,10.410566333333316,58.295294634914995,商务办公用地,
resident,23.38703299999996,29.708420978354724,居住用地,Residence
resident,23.30709966666669,744.2878397897341,居住用地,Residence
resident,62.6595663333333,680.0070178736024,居住用地,Residence
resident,19.904432999999987,293.870133232416,居住用地,Residence
resident,65.732233,621.9895785480243,居住用地,
resident,21.059966333333332,293.87667201150816,居住用地,Residence
resident,42.69023299999999,192.0198347215384,居住用地,
resident,83.58489966666677,680.8964718593718,居住用地,Residence
resident,16.71469966666666,40.71908340746711,居住用地,
unknown,13.881232999999998,15.834590338686798,,
resident,50.69529966666666,69.72849214671025,居住用地,
developer,9.840099666666655,168.19655132550412,,
developer,49.50529966666669,78.80496273373603,,
resident,18.124899666666668,93.87020215441908,居住用地,
developer,10.68323300000002,153.68217443718976,,
resident,95.32889966666667,1253.263673484566,居住用地,
resident,94.24823300000001,817.1742945869876,居住用地,Public service
resident,33.584899666666686,48.53855039304882,居住用地,
developer,31.850633000000006,845.91467988985,,
developer,14.881033,492.62400161236053,,
resident,48.80136633333334,47.58343791827129,居住用地,
resident,62.40489966666666,69.18174138968529,居住用地,
resident,94.72796633333316,163.9180399269134,居住用地,Residence
resident,96.10143299999983,642.5148065745971,居住用地,Residence
resident,26.534566333333327,96.51246692762584,居住用地,
resident,67.25036633333326,163.09764709867716,居住用地,Residence
resident,30.682633000000042,95.92055977061347,居住用地,
resident,67.89636633333335,457.8863016200001,居住用地,Residence
resident,33.573099666666735,73.47423989395656,居住用地,
resident,64.82343299999998,96.62845908485355,居住用地,
resident,71.61456633333336,26.353288108157503,,
developer,38.402166333333334,351.10874700298825,商务办公用地,
resident,61.04649966666668,43.92284416361409,,
state,62.55643300000001,41.14400573645835,教育科研用地,
state,28.578366333333282,197.62713280289915,教育科研用地,Residence
state,33.67769966666668,718.5542642976196,教育科研用地,Residence
state,24.06409966666667,179.1849165014713,教育科研用地,
resident,92.58016633333344,1294.6786270609314,居住用地,
resident,100.06749966666678,406.01353965759427,居住用地,
resident,51.29976633333334,230.5955517657179,居住用地,
resident,82.18829966666681,153.5844850142541,居住用地,
resident,31.609833000000066,1963.8555464385927,居住用地,
state,32.221833,190.13083392019195,行政办公用地,
resident,25.464966333333315,633.9541329214217,居住用地,
