building,amenity,office,shop,tourism,name,height_m,height_source,area_m2,wkt,stakeholder,scenario
residential,,,,,,42.0,levels_x3.5,1435.7,"POLYGON ((372668.326761 148075.636595, 372665.500577 148075.637914, 372665.491707 148080.469078, 372663.78932 148080.469874, 372663.783228 148091.24878, 372715.789473 148091.257661, 372715.79145 148095.491833, 372718.406226 148095.490613, 372718.404254 148091.267495, 372774.015543 148091.274704, 372774.021639 148080.495801, 372770.917289 148080.497249, 372770.926161 148075.666087, 372767.343362 148075.667759, 372767.334485 148080.487866, 372764.20788 148080.489325, 372764.205631 148075.669223, 372760.923248 148075.659699, 372760.925502 148080.490857, 372754.727928 148080.493749, 372754.725673 148075.662592, 372751.599069 148075.664051, 372751.601318 148080.484153, 372748.608234 148080.48555, 372748.617111 148075.665442, 372745.401488 148075.655888, 372745.403743 148080.487046, 372742.866854 148080.48823, 372742.864599 148075.657072, 372739.515461 148075.658635, 372739.506589 148080.489798, 372735.923785 148080.480415, 372735.932661 148075.660307, 372732.79493 148075.661772, 372732.79718 148080.481875, 372729.659449 148080.483339, 372729.657194 148075.652181, 372726.452702 148075.653677, 372726.454958 148080.484835, 372723.617647 148080.486159, 372723.615392 148075.655002, 372720.711322 148075.656357, 372720.702445 148080.476465, 372714.215575 148080.479493, 372714.21332 148075.648335, 372711.153475 148075.649764, 372711.155731 148080.480922, 372707.728705 148080.482522, 372707.726449 148075.651364, 372704.889139 148075.652688, 372704.891389 148080.472791, 372702.499147 148080.473908, 372702.508024 148075.6538, 372699.448174 148075.644173, 372699.439303 148080.475337, 372695.93439 148080.476973, 372695.943261 148075.64581, 372692.950177 148075.647207, 372692.952432 148080.478366, 372690.115117 148080.468635, 372690.112866 148075.648532, 372687.286682 148075.649852, 372687.277806 148080.46996, 372683.550359 148080.4717, 372683.548103 148075.640542, 372680.644032 148075.641898, 372680.646288 148080.473057, 372674.226173 148080.464999, 372674.223922 148075.644896, 372671.620272 148075.646112, 372671.611396 148080.46622, 372668.329017 148080.467753, 372668.326761 148075.636595))",resident,current
garage,parking,,,,,10.5,levels_x3.5,2494.1,"POLYGON ((372915.006025 148052.139596, 372915.400812 148015.867048, 372984.153059 148016.608893, 372983.758264 148052.881434, 372915.006025 148052.139596))",informal,current
residential,,,,,,3.0,measured,724.4,"POLYGON ((372976.994201 147839.827326, 372988.132051 147839.855312, 372988.142015 147837.356815, 372993.694247 147837.365288, 372993.684257 147839.808509, 373004.076616 147839.836842, 373004.115581 147827.919238, 372998.452077 147827.899761, 372998.470557 147819.785181, 373004.334337 147819.79351, 373004.362644 147808.881942, 372993.870138 147808.842599, 372993.860733 147812.54612, 372987.518499 147812.526959, 372987.527919 147808.856603, 372977.068798 147808.828301, 372977.029823 147820.723795, 372981.869946 147820.732599, 372981.850968 147827.774818, 372977.033098 147827.766004, 372976.994201 147839.827326))",resident,current
residential,,,,,,3.0,measured,724.5,"POLYGON ((372978.905432 147786.462626, 372990.043284 147786.490614, 372990.053249 147783.992117, 372995.605487 147784.011647, 372995.606618 147786.443806, 373005.998979 147786.472141, 373006.037946 147774.554538, 373000.363314 147774.535065, 373000.392923 147766.42048, 373006.245582 147766.439871, 373006.273886 147755.517247, 372995.781383 147755.488958, 372995.771972 147759.181424, 372989.429737 147759.162261, 372989.439158 147755.491906, 372978.980034 147755.463602, 372978.970783 147759.498781, 372978.941057 147767.359095, 372983.781187 147767.378956, 372983.762202 147774.410119, 372978.944331 147774.401304, 372978.905432 147786.462626))",resident,current
residential,,,,,,42.0,levels_x3.5,1107.0,"POLYGON ((373015.584357 147965.286734, 373015.582695 147961.715882, 373011.410182 147961.717823, 373011.285849 147909.724929, 373000.303803 147909.752149, 373000.304477 147911.20039, 372994.852397 147911.213982, 372994.864892 147914.154679, 373000.316972 147914.141087, 373000.318499 147917.424502, 372994.86642 147917.438094, 372994.879018 147920.599897, 373000.331097 147920.586305, 373000.332213 147922.985299, 372994.880134 147922.998891, 372994.892696 147926.083307, 373000.344775 147926.069714, 373000.346545 147929.872728, 372994.894466 147929.88632, 372994.907028 147932.970736, 373000.359107 147932.957144, 373000.372729 147938.318945, 372994.92065 147938.332538, 372994.922121 147941.494345, 373000.3742 147941.480753, 373000.386963 147944.996324, 372994.934884 147945.009917, 372994.936247 147947.939564, 373000.388331 147947.937026, 373000.400708 147950.623452, 372994.948629 147950.637045, 372994.950034 147953.655134, 373000.402113 147953.641541, 373000.414804 147957.002339, 372994.962725 147957.015931, 372994.975323 147960.177734, 373000.427402 147960.164141, 373000.43 147965.747053, 372994.989048 147965.760641, 372994.990551 147968.988781, 373000.44263 147968.975188, 373000.455393 147972.490759, 372995.003314 147972.504352, 372995.004786 147975.66616, 373000.456864 147975.652567, 373000.469108 147978.051555, 372995.017029 147978.065148, 372995.018635 147981.514393, 373000.470713 147981.5008, 373000.483301 147984.640492, 372995.031223 147984.654085, 372995.032731 147987.89328, 373000.484809 147987.879687, 373000.497156 147990.499781, 373011.479199 147990.472558, 373011.422976 147965.299726, 373015.584357 147965.286734))",resident,current
residential,,,,,,56.0,levels_x3.5,1270.6,"POLYGON ((373000.031562 148042.00652, 372995.191448 148042.008774, 372995.17406 148052.456016, 373001.160229 148052.464284, 373001.161841 148055.924584, 373004.433095 148055.934115, 373004.432426 148054.49693, 373019.431224 148054.512056, 373019.432326 148056.877884, 373021.824571 148056.887826, 373021.823464 148054.510942, 373037.267329 148054.525862, 373037.267906 148055.764052, 373039.94944 148055.762804, 373039.948863 148054.524614, 373054.647239 148054.539881, 373054.648253 148056.717769, 373057.941755 148056.716236, 373057.940746 148054.549403, 373072.483343 148054.553689, 373072.484243 148056.488362, 373075.833379 148056.486803, 373075.842663 148052.529011, 373087.770491 148052.54557, 373087.776755 148042.098336, 373082.402556 148042.089782, 373082.401435 148039.679733, 373072.253878 148039.662345, 373072.255005 148042.083449, 373065.089407 148042.075729, 373065.099423 148039.687786, 373054.940739 148039.670403, 373054.941855 148042.069397, 373046.886122 148042.062092, 373046.885087 148039.839982, 373036.815421 148039.833615, 373036.816451 148042.044669, 373029.350432 148042.037089, 373029.360503 148039.770754, 373018.834642 148039.764599, 373018.835697 148042.03093, 373011.225031 148042.023418, 373011.223806 148039.392264, 373000.030342 148039.38642, 373000.031562 148042.00652))",resident,current
residential,,,,,,42.0,levels_x3.5,1058.5,"POLYGON ((372910.69968 147979.829034, 372910.686112 147974.588839, 372907.926695 147974.60118, 372907.940257 147979.830319, 372905.169713 147979.842665, 372905.185676 147990.223563, 372918.682362 147990.206221, 372918.696713 147997.126818, 372921.300361 147997.125605, 372921.286011 147990.205008, 372987.033652 147990.085948, 372987.017688 147979.693998, 372984.937 147979.706021, 372984.923433 147974.465828, 372981.79683 147974.467283, 372981.79927 147979.707482, 372978.294359 147979.709114, 372978.291924 147974.47997, 372974.775887 147974.481607, 372974.789453 147979.721801, 372969.337369 147979.724339, 372969.334934 147974.495195, 372966.119317 147974.496693, 372966.132884 147979.736887, 372962.77262 147979.738451, 372962.77018 147974.498252, 372960.233297 147974.510488, 372960.235732 147979.739633, 372957.476315 147979.751973, 372957.473875 147974.511773, 372954.703326 147974.513063, 372954.716892 147979.753258, 372950.989447 147979.754993, 372950.975885 147974.525854, 372947.548861 147974.52745, 372947.551301 147979.76765, 372944.869766 147979.768898, 372944.856199 147974.528704, 372941.7296 147974.541215, 372941.732035 147979.77036, 372938.082482 147979.783114, 372938.068915 147974.54292, 372935.609914 147974.544065, 372935.612354 147979.784265, 372932.563642 147979.79674, 372932.550075 147974.556545, 372929.634879 147974.557903, 372929.648446 147979.798098, 372926.065648 147979.799766, 372926.063212 147974.570622, 372922.769708 147974.572156, 372922.783275 147979.81235, 372916.596828 147979.815232, 372916.583266 147974.586092, 372913.445535 147974.587554, 372913.459103 147979.827749, 372910.69968 147979.829034))",resident,current
residential,,,,,,56.0,levels_x3.5,1270.6,"POLYGON ((372804.909654 148081.08943, 372800.069538 148081.091688, 372800.052159 148091.538937, 372806.03833 148091.547199, 372806.028818 148095.007506, 372809.3112 148095.01703, 372809.31053 148093.579844, 372824.30933 148093.583902, 372824.310439 148095.960787, 372826.70268 148095.959671, 372826.701576 148093.593842, 372842.145449 148093.608748, 372842.146027 148094.846939, 372844.827562 148094.845689, 372844.826984 148093.607498, 372859.525367 148093.622753, 372859.526383 148095.800643, 372862.80876 148095.799112, 372862.818871 148093.621217, 372877.361479 148093.636546, 372877.362381 148095.57122, 372880.711518 148095.569658, 372880.720799 148091.611864, 372892.648632 148091.628413, 372892.654888 148081.181173, 372887.280687 148081.172623, 372887.279558 148078.751517, 372877.132002 148078.745193, 372877.122004 148081.166304, 372869.96753 148081.158584, 372869.966411 148078.759589, 372859.818854 148078.753266, 372859.819968 148081.141206, 372851.76423 148081.133907, 372851.763199 148078.922852, 372841.693529 148078.916492, 372841.683433 148081.127553, 372834.228537 148081.119975, 372834.22748 148078.853643, 372823.712741 148078.847492, 372823.702671 148081.113829, 372816.092001 148081.106324, 372816.1019 148078.475162, 372804.908432 148078.469329, 372804.909654 148081.08943))",resident,current
residential,,,,,,3.0,measured,757.4,"POLYGON ((371637.367256 148072.913959, 371637.291123 148053.00336, 371637.278321 148049.443553, 371639.036341 148049.43167, 371639.024522 148047.961318, 371637.266497 148047.962145, 371637.252935 148042.788261, 371635.339134 148042.789162, 371635.314076 148036.830355, 371616.020328 148036.905768, 371615.970081 148024.711771, 371642.974655 148024.610619, 371643.037713 148040.386533, 371649.502343 148040.36138, 371649.552781 148052.964423, 371649.628908 148072.863966, 371637.367256 148072.913959))",resident,current
residential,,,,,,56.0,levels_x3.5,718.0,"POLYGON ((371476.718527 148377.972959, 371476.054921 148315.753888, 371485.623871 148315.649872, 371485.705031 148322.581524, 371491.869219 148322.523337, 371491.927546 148328.227858, 371487.054054 148328.274381, 371487.426596 148363.186928, 371491.510088 148363.140779, 371491.568332 148368.668415, 371487.540468 148368.703483, 371487.644932 148377.857245, 371476.718527 148377.972959))",resident,current
residential,,,,,,3.0,measured,1869.6,"POLYGON ((371636.128923 148160.494802, 371636.058018 148151.694799, 371639.351523 148151.671138, 371639.339714 148150.222896, 371636.001702 148150.246579, 371635.954331 148144.166174, 371639.459244 148144.142413, 371639.436168 148142.395683, 371635.96464 148142.430484, 371635.905773 148135.565156, 371633.190858 148135.588546, 371633.084808 148123.040805, 371635.821976 148123.017406, 371635.739705 148113.708863, 371633.069297 148113.732231, 371632.963363 148101.427708, 371636.846581 148101.392713, 371636.634858 148077.093216, 371648.596062 148076.988087, 371654.860398 148076.940917, 371654.883791 148079.362021, 371656.730826 148079.350096, 371656.707407 148076.873715, 371665.330602 148076.803324, 371665.378039 148083.027448, 371662.763264 148083.050789, 371662.822317 148090.314107, 371655.734607 148090.37272, 371655.722742 148088.80287, 371648.701792 148088.861452, 371648.820039 148103.686583, 371645.02583 148103.71048, 371645.096589 148112.200933, 371650.582052 148112.154129, 371657.491733 148112.095599, 371657.51509 148114.439316, 371659.317618 148114.427412, 371659.305351 148112.006303, 371664.412505 148111.959677, 371664.435966 148114.5245, 371666.193986 148114.512617, 371666.170541 148111.98096, 371674.315285 148111.910794, 371674.373994 148118.444461, 371674.432907 148125.409285, 371671.907147 148125.432585, 371664.196341 148125.491492, 371664.173182 148123.567877, 371650.687622 148123.68478, 371644.467794 148123.73193, 371644.550174 148133.272634, 371648.900715 148133.237419, 371649.030528 148148.991191, 371652.290653 148148.967545, 371668.569013 148148.827215, 371668.55723 148147.43425, 371674.532264 148147.37616, 371677.714501 148147.352551, 371677.820925 148160.696273, 371670.032238 148160.766273, 371670.019992 148158.389384, 371668.40662 148158.401199, 371668.430003 148160.800193, 371662.588485 148160.847165, 371662.56505 148158.337619, 371660.818157 148158.349497, 371660.830356 148160.626887, 371652.385191 148160.697196, 371652.361459 148157.557496, 371649.93584 148157.580749, 371649.947685 148159.106378, 371643.07138 148159.153838, 371643.083111 148160.43625, 371636.128923 148160.494802))",resident,current
residential,,,,,,42.0,levels_x3.5,1662.6,"POLYGON ((371472.674043 148413.484582, 371472.533351 148398.305684, 371474.836575 148398.282485, 371474.813162 148395.828213, 371478.596237 148395.79326, 371478.619854 148398.678689, 371480.555896 148398.655664, 371480.532279 148395.770235, 371484.526762 148395.735182, 371484.573938 148401.384432, 371487.333358 148401.361018, 371487.286183 148395.711768, 371490.679822 148395.676999, 371490.70337 148398.418709, 371493.206876 148398.395416, 371493.183332 148395.664761, 371496.576972 148395.629992, 371496.624079 148401.135523, 371502.476721 148401.088537, 371502.429609 148395.571951, 371506.045788 148395.548133, 371506.080641 148398.665719, 371508.205837 148398.642604, 371508.170984 148395.525019, 371511.564623 148395.49025, 371511.622961 148401.216881, 371514.716183 148401.19331, 371514.668972 148395.466673, 371517.951344 148395.431957, 371517.975195 148398.814876, 371520.779122 148398.791441, 371520.744144 148395.408528, 371523.614831 148395.385061, 371523.673201 148401.178025, 371527.289379 148401.154206, 371527.242132 148395.350183, 371530.66915 148395.315398, 371530.704123 148398.687256, 371532.751437 148398.675234, 371532.716465 148395.303376, 371536.410525 148395.268466, 371536.468894 148401.061429, 371539.372956 148401.026892, 371539.325719 148395.244979, 371542.452316 148395.210337, 371542.487216 148398.42742, 371544.946214 148398.404148, 371544.922441 148395.18706, 371548.282705 148395.163363, 371548.32991 148400.878944, 371554.482968 148400.820762, 371554.435763 148395.105181, 371557.940669 148395.070361, 371557.964326 148398.044232, 371560.100649 148398.021113, 371560.06587 148395.058302, 371563.72655 148395.023408, 371563.773708 148400.639491, 371566.577635 148400.616056, 371566.51935 148394.999979, 371569.957495 148394.96519, 371569.981132 148397.89484, 371572.373369 148397.8716, 371572.349733 148394.94195, 371577.679417 148394.895213, 371577.843547 148412.59471, 371502.081919 148413.282749, 371502.116865 148416.599331, 371496.375496 148416.65732, 371496.340512 148413.263351, 371472.674043 148413.484582))",resident,current
parking,parking,,,,,12.0,default,1497.0,"POLYGON ((371396.290641 147969.16273, 371383.758932 147915.62767, 371416.548972 147914.506688, 371418.799941 147968.875738, 371396.290641 147969.16273))",unknown,current
residential,,,,,,77.0,levels_x3.5,801.3,"POLYGON ((371859.000098 147739.447774, 371859.070697 147723.90397, 371911.310915 147724.14481, 371911.240313 147739.688611, 371888.408171 147739.588761, 371888.407394 147737.930464, 371881.842596 147737.900376, 371881.832247 147739.558678, 371859.000098 147739.447774))",resident,current
residential,,,,,,56.0,levels_x3.5,774.3,"POLYGON ((371494.978221 148355.920012, 371556.231208 148356.521249, 371556.348301 148345.288984, 371548.270249 148345.204354, 371548.333826 148338.460576, 371542.959586 148338.407835, 371542.895941 148345.007895, 371526.673079 148344.849722, 371526.726025 148339.156204, 371523.888691 148339.124378, 371523.835776 148344.884227, 371507.535027 148344.726093, 371507.598713 148338.214475, 371502.524894 148338.161594, 371502.450378 148345.30337, 371495.084441 148345.229461, 371494.978221 148355.920012))",resident,current
